location_id,risk_label,risk_cluster,risk_score_knn
N1285,high,0,1.0
N1286,high,0,1.0
N1287,high,0,1.0
N1288,high,0,1.0
N1289,high,0,1.0
N1290,high,0,1.0
N1291,high,0,1.0
N1292,high,0,1.0
N1293,high,0,1.0
N1294,high,0,1.0
N1295,high,0,1.0
N1296,high,0,1.0
N1297,high,0,1.0
N1298,high,0,1.0
N1299,high,0,1.0
N1300,high,0,1.0
N1301,high,0,1.0
N1302,high,0,1.0
N1303,high,0,1.0
N1304,high,0,1.0
N1305,high,0,1.0
N1306,high,0,1.0
N1307,high,0,1.0
N1308,high,0,1.0
N1309,high,0,1.0
N1310,high,0,1.0
N1311,high,0,1.0
N1312,high,0,1.0
N1313,high,0,1.0
N1314,high,0,1.0
N1315,high,0,1.0
N1316,high,0,1.0
N1317,high,0,1.0
N1318,high,0,0.6667
N1319,high,0,0.6667
N1320,high,0,0.3333
N1321,high,0,0.0
N1322,high,0,0.0
N1323,high,0,0.0
N1324,high,0,0.0
N1325,high,0,0.0
N1326,high,0,1.0
N1327,high,0,1.0
N1328,high,0,1.0
N1329,high,0,1.0
N1330,high,0,1.0
N1331,high,0,1.0
N1332,high,0,1.0
N1333,high,0,1.0
N1334,high,0,1.0
N1335,high,0,1.0
N1336,high,0,1.0
N1337,high,0,1.0
N1338,high,0,1.0
N1339,high,0,1.0
N1340,high,0,1.0
N1341,high,0,1.0
N1342,high,0,1.0
N1343,high,0,1.0
N1344,high,0,1.0
N1345,high,0,1.0
N1346,high,0,1.0
N1347,high,0,1.0
N1348,high,0,1.0
N1349,high,0,1.0
N1350,high,0,1.0
N1351,high,0,1.0
N1352,high,0,1.0
N1353,high,0,1.0
N1354,high,0,1.0
N1355,high,0,1.0
N1356,high,0,1.0
N1357,high,0,1.0
N1358,high,0,1.0
N1359,high,0,1.0
N1360,high,0,1.0
N1361,high,0,1.0
N1362,high,0,1.0
N1363,high,0,1.0
N1364,high,0,1.0
N1365,high,0,1.0
N1366,high,0,1.0
N1367,high,0,1.0
N1368,high,0,1.0
N1369,high,0,1.0
N1370,high,0,1.0
N1371,high,0,1.0
N1372,high,0,1.0
N1373,high,0,1.0
N1374,high,0,1.0
N1375,high,0,1.0
N1376,high,0,1.0
N1377,high,0,1.0
N1378,high,0,1.0
N1379,high,0,1.0
N1380,high,0,1.0
N1381,high,0,1.0
N1382,high,0,1.0
N1383,high,0,1.0
N1384,high,0,1.0
N1385,high,0,1.0
N1386,high,0,1.0
N1387,high,0,1.0
N1388,high,0,1.0
N1389,high,0,1.0
N1390,high,0,1.0
N1391,high,0,1.0
N1392,high,0,1.0
N1393,high,0,1.0
N1394,high,0,1.0
N1395,high,0,1.0
N1396,high,0,1.0
N1397,high,0,1.0
N1398,high,0,1.0
N1399,high,0,1.0
N1400,high,0,1.0
N1401,high,0,1.0
N1402,high,0,1.0
N1403,high,0,1.0
N1404,high,0,1.0
N1405,high,0,1.0
N1406,high,0,1.0
N1407,high,0,1.0
N1408,high,0,1.0
N1409,high,0,1.0
N1410,high,0,1.0
N1411,high,0,1.0
N1412,high,0,1.0
N1413,high,0,1.0
N1414,high,0,1.0
N1415,high,0,1.0
N1416,high,0,1.0
N1417,high,0,1.0
N1418,high,0,1.0
N1419,high,0,1.0
N1420,high,0,1.0
N1421,high,0,1.0
N1422,high,0,1.0
N1423,high,0,1.0
N1424,high,0,1.0
N1425,high,0,1.0
N1426,high,0,1.0
N1427,high,1,1.0
N1428,high,1,1.0
N1429,high,1,1.0
N1430,high,1,1.0
N1431,high,1,1.0
N1432,high,1,1.0
N1433,high,0,1.0
N1434,high,0,1.0
N1435,high,0,1.0
N1436,high,0,1.0
N1437,high,0,0.6667
N1438,high,0,0.6667
N1439,high,1,1.0
N1440,high,1,1.0
N1441,high,1,1.0
N1442,high,1,1.0
N1443,high,0,1.0
N1444,high,0,1.0
N1445,high,1,1.0
N1446,high,1,1.0
N1447,high,1,1.0
N1448,high,1,1.0
N1449,high,1,1.0
N1450,high,1,1.0
N1451,low,1,1.0
N1452,low,1,1.0
N1455,low,1,1.0
N1456,low,1,1.0
N1457,high,0,1.0
N1458,high,0,1.0
N1459,high,0,1.0
N1460,high,0,1.0
N1461,low,1,1.0
N1462,low,1,1.0
N1463,low,1,1.0
N1464,high,1,0.0
N1465,high,1,0.0
N1466,high,1,0.0
N1467,high,1,0.0
N1468,high,1,0.0
N1472,high,1,1.0
N1473,low,1,1.0
N1474,low,2,1.0
N1475,low,2,1.0
N1476,low,2,0.0
N1477,low,2,0.0
N1478,low,2,1.0
N1479,low,2,0.3333
N1480,low,2,1.0
N1481,low,2,1.0
N1482,low,2,0.0
N1483,low,2,1.0
N1484,low,2,0.0
N1485,low,2,0.0
N1486,low,2,1.0
N1487,high,1,1.0
N1488,low,1,1.0
N1489,high,1,1.0
N1490,high,1,1.0
N1491,high,1,0.6667
N1492,high,1,0.6667
N1493,high,0,1.0
N1494,high,1,1.0
N1495,high,0,1.0
N1496,high,0,1.0
N1497,high,0,1.0
N1498,high,0,1.0
N1499,low,1,1.0
N1500,high,0,1.0
N1501,high,0,1.0
N1502,high,0,1.0
N1503,high,0,1.0
N1504,high,0,1.0
N1505,high,0,1.0
N1506,high,0,1.0
N1507,high,0,1.0
N1508,high,0,1.0
N1509,high,0,1.0
N1510,high,0,1.0
N1511,high,0,1.0
N1512,high,0,1.0
N1513,high,0,1.0
N1514,high,0,0.6667
N1515,high,0,1.0
N1516,high,0,0.6667
N1517,high,0,1.0
N1518,high,0,0.6667
N1519,high,0,1.0
N1520,high,0,1.0
N1521,high,0,1.0
N1522,high,0,1.0
N1523,high,0,1.0
N1524,high,0,1.0
N1525,high,0,1.0
N1526,high,0,1.0
N1527,high,0,1.0
N1528,high,0,1.0
N1529,high,0,1.0
N1530,high,0,1.0
N1531,high,0,1.0
N1532,high,0,1.0
N1533,high,0,1.0
N1534,high,0,1.0
N1535,high,0,1.0
N1536,high,0,1.0
N1537,high,0,1.0
N1538,high,0,1.0
N1541,high,1,1.0
N1542,high,1,1.0
N1543,high,1,1.0
N1544,high,1,1.0
N1547,high,0,1.0
N1548,high,0,1.0
N1549,high,0,1.0
N1550,high,0,1.0
N1552,high,0,1.0
N1553,high,0,1.0
N1554,high,0,1.0
N1555,high,0,1.0
N1556,low,1,1.0
N1558,low,1,0.6667
N1559,high,0,1.0
N1560,high,0,1.0
N1561,high,0,1.0
N1562,high,0,1.0
N1563,high,0,1.0
N1564,high,0,1.0
N1565,high,0,1.0
N1566,high,0,1.0
N1567,high,0,1.0
N1568,high,0,1.0
N1569,high,0,1.0
N1570,high,0,1.0
N1571,high,0,0.6667
N1572,high,1,0.6667
N1573,high,0,1.0
N1574,high,0,1.0
N1575,high,1,1.0
N1576,high,0,1.0
N1578,low,1,1.0
N1579,high,0,1.0
N1580,high,0,1.0
N1581,high,0,1.0
N1582,high,0,1.0
N1583,high,0,1.0
N1587,high,1,1.0
N1591,high,1,1.0
N1592,high,1,1.0
N1593,high,1,1.0
N1596,high,1,1.0
N1597,high,1,1.0
N1598,high,1,1.0
N1599,high,1,1.0
N1600,low,1,1.0
N1601,low,1,1.0
N1602,low,1,1.0
N1603,low,1,1.0
N1604,low,1,1.0
N1605,low,1,1.0
N1606,low,1,1.0
N1607,low,1,1.0
N1608,low,1,1.0
N1609,low,1,1.0
N1610,low,1,1.0
N1611,low,1,1.0
N1612,low,1,1.0
N1613,low,1,0.6667
N1614,low,1,1.0
N1615,low,1,1.0
N1616,low,1,1.0
N1617,low,1,1.0
N1618,low,1,1.0
N1619,low,2,1.0
N1620,low,1,1.0
N1621,low,1,1.0
N1622,low,1,1.0
N1623,low,1,1.0
N1625,high,0,1.0
N1626,high,0,1.0
N1627,high,0,1.0
N1628,high,0,1.0
N1629,high,0,1.0
N1630,high,0,1.0
N1631,high,0,1.0
N1632,high,0,1.0
N1633,high,0,0.6667
N1634,high,0,1.0
N1635,high,0,1.0
N1636,high,0,1.0
N1637,high,0,1.0
N1638,high,0,1.0
N1639,high,0,1.0
N1640,high,0,1.0
N1641,high,0,1.0
N1642,high,0,1.0
N1643,low,1,1.0
N1644,low,1,1.0
N1645,low,1,1.0
N1646,low,1,1.0
N1647,low,1,1.0
N1648,low,1,1.0
N1649,low,1,1.0
N1650,low,1,1.0
N1651,low,1,1.0
N1652,low,1,1.0
N1653,low,1,1.0
N1654,low,1,1.0
N1655,low,1,1.0
N1656,low,1,1.0
N1657,low,1,1.0
N1658,high,1,1.0
N1659,high,1,1.0
N1660,high,1,1.0
N1661,high,1,1.0
N1662,high,1,1.0
N1663,high,1,1.0
N1664,high,1,1.0
N1665,high,1,1.0
N1666,high,1,1.0
N1667,high,1,1.0
N1668,high,1,1.0
N1669,high,1,1.0
N1670,high,1,1.0
N1671,high,1,1.0
N1672,high,1,1.0
N1673,high,1,1.0
N1674,high,1,1.0
N1675,high,1,1.0
N1676,high,1,1.0
N1677,high,1,1.0
N1678,high,1,1.0
N1679,high,1,1.0
N1680,high,1,1.0
N1681,high,1,1.0
N1682,low,1,0.3333
N1683,low,2,1.0
N1684,low,2,1.0
N1685,low,1,0.6667
N1686,low,1,1.0
N1687,low,2,1.0
N1688,low,2,1.0
N1689,low,2,1.0
N1690,high,1,0.0
N1691,low,2,1.0
N1692,low,2,1.0
N1693,low,2,1.0
N1694,low,2,1.0
N1695,low,2,1.0
N1696,low,1,1.0
N1697,low,2,1.0
N1698,low,2,1.0
N1699,low,2,1.0
N1700,low,2,1.0
N1701,low,2,1.0
N1702,low,2,1.0
N1703,low,1,1.0
N1704,low,1,1.0
N1705,low,1,1.0
N1706,low,1,1.0
N1707,low,2,1.0
N1708,low,1,1.0
N1709,low,1,1.0
N1710,low,1,1.0
N1711,low,2,1.0
N1712,low,2,0.6667
N1713,low,1,1.0
N1714,low,1,1.0
N1715,low,2,1.0
N1716,low,2,1.0
N1717,low,2,1.0
N1718,low,2,1.0
N1719,low,1,1.0
N1720,low,2,1.0
N1721,low,2,1.0
N1722,low,2,1.0
N1723,low,2,1.0
N1724,low,2,0.6667
N1725,low,1,1.0
N1726,low,2,1.0
N1727,low,2,1.0
N1728,low,2,1.0
N1729,low,2,1.0
N1730,low,2,1.0
N1731,high,1,0.0
N1732,low,2,1.0
N1733,low,2,1.0
N1734,low,1,1.0
N1735,low,2,1.0
N1736,low,2,1.0
N1737,low,1,1.0
N1738,low,1,1.0
N1739,low,1,1.0
N1740,low,2,1.0
N1741,low,1,0.6667
N1742,low,2,1.0
N1743,low,2,1.0
N1744,high,1,0.0
N1745,low,2,1.0
N1746,low,1,1.0
N1747,low,1,1.0
N1748,low,1,1.0
N1749,low,1,1.0
N1750,low,1,1.0
N1751,low,1,1.0
N1752,low,2,1.0
N1753,low,2,1.0
N1754,low,1,1.0
N1755,low,1,1.0
N1756,low,1,1.0
N1757,low,1,0.6667
N1758,low,1,1.0
N1759,low,1,0.6667
N1760,low,1,1.0
N1761,low,1,1.0
N1762,low,1,1.0
N1763,low,2,1.0
N1764,high,1,1.0
N1765,low,1,0.6667
N1766,high,1,1.0
N1767,low,2,1.0
N1768,low,1,1.0
N1769,low,1,1.0
N1770,low,1,1.0
N1771,low,2,1.0
N1772,low,1,1.0
N1773,low,2,1.0
N1774,low,2,1.0
N1775,low,2,1.0
N1776,low,2,1.0
N1777,low,2,1.0
N1778,low,2,0.3333
N1779,low,2,1.0
N1780,low,2,1.0
N1781,low,1,1.0
N1782,low,1,1.0
N1783,low,2,1.0
N1784,low,2,1.0
N1785,low,2,1.0
N1786,high,1,1.0
N1787,low,2,1.0
N1788,low,2,1.0
N1789,low,1,1.0
N1790,low,2,1.0
N1791,low,2,0.0
N1792,low,2,0.3333
N1793,low,2,0.0
N1794,low,2,0.6667
N1795,low,2,1.0
N1796,low,2,1.0
N1797,low,2,1.0
N1798,low,2,1.0
N1799,low,2,1.0
N1800,low,2,1.0
N1801,low,1,1.0
N1802,low,1,1.0
N1803,low,1,1.0
N1804,low,2,1.0
N1805,low,1,0.6667
N1806,low,1,1.0
N1807,low,2,1.0
N1808,low,1,1.0
N1809,low,1,1.0
N1810,high,1,1.0
N1811,low,2,1.0
N1812,low,2,1.0
N1813,low,2,1.0
N1814,low,1,1.0
N1815,low,2,0.0
N1816,low,2,1.0
N1817,low,2,1.0
N1818,high,1,1.0
N1819,low,2,1.0
N1820,low,2,1.0
N1821,low,2,1.0
N1823,low,2,1.0
N1824,low,2,0.0
N1825,high,1,1.0
N1826,high,1,1.0
N1827,high,1,1.0
N1828,high,1,1.0
N1829,high,1,1.0
N1830,high,1,1.0
N1831,high,1,1.0
N1832,high,1,1.0
N1833,high,1,1.0
N1834,high,1,1.0
N1835,high,1,1.0
N1836,high,1,1.0
N1837,high,1,1.0
N1838,high,1,1.0
N1839,high,0,1.0
N1840,high,0,1.0
N1841,high,1,1.0
N1842,high,0,1.0
N1843,high,0,1.0
N1844,high,0,1.0
N1845,high,0,1.0
N1846,high,0,1.0
N1847,high,0,1.0
N1848,high,0,1.0
N1849,high,0,1.0
N1850,high,0,1.0
N1851,high,0,1.0
N1852,high,0,1.0
N1853,high,0,1.0
N1854,high,0,1.0
N1855,high,0,1.0
N1856,high,0,1.0
N1857,high,0,1.0
N1858,high,0,1.0
N1859,high,0,1.0
N1860,high,0,1.0
N1861,high,0,1.0
N1862,high,0,1.0
N1863,high,0,1.0
N1864,high,0,1.0
N1865,high,0,1.0
N1866,high,0,1.0
N1867,high,0,1.0
N1868,high,0,1.0
N1869,high,0,1.0
N1870,high,0,1.0
N1871,high,0,1.0
N1872,high,0,1.0
N1873,high,0,1.0
N1874,high,0,1.0
N1875,high,0,1.0
N1876,high,0,1.0
N1877,high,0,1.0
N1878,high,0,1.0
N1879,high,0,1.0
N1880,high,0,1.0
N1881,high,0,1.0
N1882,high,0,0.3333
N1883,high,0,0.6667
N1884,high,0,0.3333
N1885,high,0,0.0
N1886,high,0,1.0
N1887,high,0,1.0
N1888,high,0,1.0
N1889,high,0,1.0
N1890,high,0,1.0
N1891,high,0,1.0
N1892,high,0,1.0
N1893,high,0,1.0
N1894,high,0,1.0
N1895,high,0,1.0
N1896,high,0,1.0
N1897,high,0,1.0
N1898,high,0,1.0
N1899,high,0,1.0
N1900,high,0,1.0
N1901,high,0,1.0
N1902,high,0,1.0
N1903,high,0,1.0
N1904,high,0,1.0
N1905,high,0,1.0
N1906,high,0,1.0
N1907,high,0,1.0
N1908,high,0,1.0
N1909,high,0,1.0
N1910,high,0,1.0
N1911,high,0,1.0
N1912,high,0,1.0
N1913,high,0,1.0
N1914,high,0,1.0
N1915,high,0,1.0
N1916,high,0,1.0
N1917,high,0,1.0
N1918,high,0,1.0
N1919,high,0,1.0
N1920,high,0,1.0
N1921,high,0,1.0
N1922,high,0,1.0
N1923,high,0,1.0
N1924,high,0,1.0
N1925,high,0,1.0
N1926,high,0,1.0
N1927,high,0,1.0
N1928,high,0,1.0
N1929,high,0,1.0
N1930,high,0,1.0
N1931,high,0,1.0
N1932,high,0,1.0
N1933,high,0,1.0
N1934,high,0,1.0
N1935,high,0,1.0
N1936,high,1,1.0
N1937,high,1,1.0
N1938,high,1,1.0
N1939,high,0,1.0
N1940,high,0,1.0
N1941,high,0,1.0
N1942,high,1,1.0
N1943,high,1,1.0
N1944,high,1,1.0
N1945,high,1,1.0
N1946,high,1,1.0
N1947,low,1,1.0
N1949,low,1,1.0
N1950,high,0,1.0
N1951,high,0,1.0
CS_3,low,0,0.0
CS_51,low,0,0.0
CS_38,low,0,0.0
CS_32,low,0,0.0
CS_40,low,0,0.0
CS_49,low,0,0.0
CS_36,low,0,0.0
CS_60,low,0,0.0
CS_57,low,0,0.0
CS_41,low,0,0.0
CS_61,low,0,0.0
CS_2,low,0,0.0
CS_58,low,0,0.0
CS_43,low,0,0.0
CS_23,low,0,0.0
CS_127,low,0,0.0
CS_45,low,0,0.0
CS_37,low,0,0.0
CS_70,low,0,0.0
CS_50,low,0,0.0
CS_68,low,0,0.0
CS_35,low,0,0.0
CS_29,low,0,0.0
CS_69,low,0,0.0
CS_21,low,0,0.0
,low,0,0.0
CS_8,low,0,0.0
CS_1,low,0,0.0
CS_15,low,0,0.0
CS_24,low,0,0.0
CS_20,low,0,0.0
CS_17,low,0,0.0
CS_31,low,0,0.0
CS_157,low,0,0.0
CS_10,low,0,0.0
CS_33,low,0,0.0
CS_11,low,0,0.0
CS_13,low,0,0.0
CS_19,low,0,0.0
CS_26,low,0,0.0
CS_48,low,0,0.0
CS_25,low,0,0.0
CS_16,low,0,0.0
CS_6,low,0,0.0
CS_52,low,0,0.0
CS_92,low,0,0.0
CS_98,low,0,0.0
CS_95,low,0,0.0
CS_89,low,0,0.0
CS_145,low,0,0.0
CS_78,low,0,0.0
CS_81,low,0,0.0
CS_80,low,0,0.0
CS_82,low,0,0.0
CS_116,low,0,0.0
CS_141,low,0,0.0
CS_85,low,0,0.0
CS_111,low,0,0.0
CS_149,low,0,0.0
CS_140,low,0,0.0
CS_124,low,0,0.0
CS_133,low,0,0.0
CS_121,low,0,0.0
CS_123,low,0,0.0
CS_126,low,0,0.0
CS_161,low,0,0.0
CS_156,low,0,0.0
CS_86,low,0,0.0
CS_122,low,0,0.0
CS_134,low,0,0.0
CS_135,low,0,0.0
CS_100,low,0,0.0
CS_103,low,0,0.0
CS_99,low,0,0.0
CS_107,low,0,0.0
CS_109,low,0,0.0
CS_148,low,0,0.0
CS_90,low,0,0.0
CS_162,low,0,0.0
CS_158,low,0,0.0
CS_105,low,0,0.0
CS_101,low,0,0.0
CS_147,low,0,0.0
CS_136,low,0,0.0
CS_138,low,0,0.0
CS_94,low,0,0.0
CS_91,low,0,0.0
CS_88,low,0,0.0
CS_93,low,0,0.0
CS_87,low,0,0.0
CS_97,low,0,0.0
CS_96,low,0,0.0
CS_84,low,0,0.0
CS_83,low,0,0.0
CS_79,low,0,0.0
CS_77,low,0,0.0
CS_76,low,0,0.0
CS_75,low,0,0.0
CS_74,low,0,0.0
CS_73,low,0,0.0
CS_72,low,0,0.0
CS_71,low,0,0.0
CS_67,low,0,0.0
CS_66,low,0,0.0
CS_65,low,0,0.0
CS_64,low,0,0.0
CS_63,low,0,0.0
CS_62,low,0,0.0
CS_59,low,0,0.0
CS_56,low,0,0.0
CS_55,low,0,0.0
CS_54,low,0,0.0
CS_53,low,0,0.0
CS_47,low,0,0.0
CS_46,low,0,0.0
CS_44,low,0,0.0
CS_42,low,0,0.0
CS_4,low,0,0.0
CS_39,low,0,0.0
CS_34,low,0,0.0
CS_30,low,0,0.0
CS_28,low,0,0.0
CS_27,low,0,0.0
CS_22,low,0,0.0
CS_155,low,0,0.0
CS_154,low,0,0.0
CS_153,low,0,0.0
CS_152,low,0,0.0
CS_151,low,0,0.0
CS_150,low,0,0.0
CS_146,low,0,0.0
CS_144,low,0,0.0
CS_143,low,0,0.0
CS_142,low,0,0.0
CS_14,low,0,0.0
CS_139,low,0,0.0
CS_137,low,0,0.0
CS_132,low,0,0.0
CS_131,low,0,0.0
CS_130,low,0,0.0
CS_129,low,0,0.0
CS_128,low,0,0.0
CS_125,low,0,0.0
CS_120,low,0,0.0
CS_12,low,0,0.0
CS_119,low,0,0.0
CS_118,low,0,0.0
CS_117,low,0,0.0
CS_115,low,0,0.0
CS_114,low,0,0.0
CS_113,low,0,0.0
CS_112,low,0,0.0
CS_110,low,0,0.0
CS_108,low,0,0.0
CS_106,low,0,0.0
CS_104,low,0,0.0
CS_102,low,0,0.0
