from_id,to_id,distance_km,edge_type
N712,N705,0.4902875723033943,real
N712,N907,0.2084248796115752,real
N713,N712,0.3405904601738536,real
N714,N715,0.4778114770823852,real
N715,N719,0.033014529437729,real
N716,N718,0.894511130975764,real
N717,N713,0.2974061725472829,real
N718,N714,0.7163507738763756,real
N719,N724,0.2977052506388797,real
N720,N721,0.0939181423203891,real
N721,N722,0.2178849162863007,real
N722,N723,0.1868464282522126,real
N723,N726,0.1554294415465537,real
N724,N725,0.166810101407567,real
N725,N734,0.0103619909320078,real
N726,N755,0.3892520138226938,real
N725,N743,0.1362076860101101,real
N727,N743,0.183154328150225,real
N728,N911,0.2954165123661928,real
N729,N728,0.1365304643412263,real
N730,N729,0.0414483579803466,real
N731,N723,0.2245519815749701,real
N732,N927,0.7872067100369087,real
N732,N733,0.1042161850751464,real
N733,N914,0.207540655230769,real
N734,N742,0.250561517797569,real
N735,N738,0.1716564554323384,real
N736,N742,0.4580984598892477,real
N737,N736,0.1243458342505208,real
N738,N737,0.2290493840935329,real
N727,N745,0.4164240594523749,real
N739,N732,0.2122843972957344,real
N740,N718,0.7087327344140604,real
N741,N740,0.0111194926645683,real
N742,N751,0.1884625443252577,real
N743,N749,0.4190727856716189,real
N735,N756,0.3224652872689456,real
N744,N1696,0.4144942797246266,real
N745,N740,0.6839964263871995,real
N746,N918,0.2507241436784885,real
N747,N746,0.075869826107457,real
N748,N1697,0.8566595983170491,real
N749,N752,0.5416641738548277,real
N750,N931,0.0103625470302123,real
N736,N753,0.5782136185515421,real
N751,N753,0.594040478530234,real
N752,N753,0.4505544214125052,real
N753,N757,0.0616225483184751,real
N754,N747,0.4578065945583822,real
N755,N754,0.9982758331106564,real
N756,N759,0.5636077188024389,real
N757,N759,0.2293397841325687,real
N758,N750,0.4487906953213769,real
N759,N1698,0.1477614414433365,real
N760,N1699,0.5613507545915798,real
N761,N760,0.7617765920981191,real
N762,N763,1.1567253880785584,real
N763,N763,0.0,real
N764,N930,0.2714902851456877,real
N765,N1700,0.7454564981317275,real
N763,N1701,0.509692478906433,real
N766,N916,0.0349310414174117,real
N767,N758,0.7924811984578864,real
N767,N766,0.1131100079789069,real
N768,N767,0.0805486181783161,real
N754,N772,0.647132109562256,real
N769,N775,0.5610308554126031,real
N770,N773,0.732671747662762,real
N771,N774,0.5097335073340872,real
N772,N774,0.069862168417744,real
N773,N1702,0.0245349791975792,real
N774,N778,0.2806852254325975,real
N775,N778,0.0834099771671266,real
N776,N943,0.0889559413158395,real
N777,N773,0.2612589461924109,real
N778,N780,0.2655723965525232,real
N779,N768,0.3030744803619866,real
N780,N781,0.1570307607369838,real
N781,N777,0.8995867741142839,real
N780,N782,0.0764496507418367,real
N774,N783,0.3140931787224,real
N782,N783,0.0913975845885233,real
N783,N920,0.0111194926645683,real
N768,N1703,1.13726319365057,real
N784,N771,0.6310187250942296,real
N785,N784,0.1146758664376806,real
N786,N779,0.9266548817055602,real
N787,N779,0.3893201988758563,real
N787,N1046,0.4985629026027852,real
N784,N789,0.1064180900108133,real
N788,N1704,0.3571794397244558,real
N789,N790,0.1288903221400952,real
N785,N801,0.2988721757356948,real
N790,N793,0.0834121167323235,real
N791,N958,0.7284274326680381,real
N792,N786,0.4141107389395655,real
N793,N792,0.0764514014312663,real
N794,N960,2.058820019963407,real
N795,N1040,0.2903955057906618,real
N795,N1705,0.3705839089269916,real
N792,N797,0.1288911008758494,real
N796,N799,1.1464277338213575,real
N797,N803,0.348791751107871,real
N798,N933,0.5050438598790344,real
N798,N1706,0.4114212285851388,real
N799,N805,0.2432054139785181,real
N800,N798,0.6467839422800173,real
N801,N804,0.7581763078225203,real
N802,N787,0.9272178617969418,real
N803,N802,0.2660514166533986,real
N804,N806,0.0304008397684384,real
N805,N806,0.1911317640426298,real
N806,N1707,1.2198874115615308,real
N807,N809,0.0235220958907571,real
N808,N945,0.843064876924186,real
N802,N810,0.4420256597386486,real
N789,N814,1.052476622336646,real
N809,N814,0.3463300179358704,real
N810,N812,0.2351104279831919,real
N811,N1708,1.3791223598673106,real
N812,N815,0.0152006236348684,real
N813,N1709,0.8715358028857095,real
N814,N813,0.4390440007265961,real
N815,N818,0.2580644127204292,real
N816,N1710,0.1365839433068708,real
N817,N819,0.2724644671359537,real
N818,N817,0.0382274336772753,real
N817,N820,0.2994884383515933,real
N819,N938,0.6391593741313142,real
N820,N936,0.2961840981740799,real
N814,N941,0.932536872992437,real
N821,N941,0.0981426495582622,real
N822,N1711,0.8229077296404508,real
N823,N1711,0.0838174532718494,real
N824,N823,0.934267399196491,real
N825,N935,2.168859153347335,real
N826,N963,0.0565554890566914,real
N827,N825,0.8925456637242727,real
N828,N827,2.2551463292848855,real
N829,N826,0.7345450792193481,real
N830,N829,0.7301631199632349,real
N831,N830,0.0333584779933514,real
N832,N831,0.7675250887196893,real
N833,N821,4.199444393749019,real
N834,N832,0.4135058350860223,real
N835,N834,0.7234359258192707,real
N836,N807,7.75136792334763,real
N837,N981,0.2811779875462788,real
N838,N837,0.4266805857629898,real
N839,N843,0.0304077049982077,real
N840,N838,0.6513107448117262,real
N841,N983,0.4860796473617484,real
N841,N841,0.0,real
N842,N841,0.0736124584420469,real
N843,N847,0.4998672297325552,real
N844,N842,0.771948214240103,real
N845,N979,0.3740536917796542,real
N846,N842,1.1662467071560618,real
N845,N850,0.7827948481930236,real
N847,N849,0.8982202751483103,real
N848,N846,0.7201667764426498,real
N849,N848,0.3198367883615116,real
N848,N851,0.2113398303654436,real
N850,N851,0.9581141069854084,real
N851,N852,0.1853135242526531,real
N852,N853,0.6015709031913359,real
N853,N858,1.0011046563092885,real
N854,N845,1.1376633298197218,real
N855,N976,0.7272723686619191,real
N856,N854,0.1879850723957739,real
N857,N856,0.1042973095836218,real
N858,N857,0.1458278835265791,real
N859,N855,1.0896968118518948,real
N860,N859,0.4939102750312002,real
N861,N860,0.6664481336338939,real
N862,N860,0.3619777621964628,real
N863,N868,0.6067515290893851,real
N864,N1712,4.592116230769133,real
N865,N862,0.8570381144423088,real
N866,N864,0.5218538903152514,real
N867,N866,0.0991217630311634,real
N868,N869,0.7645324497177924,real
N869,N871,0.0444779706582734,real
N870,N1712,4.3784507458951065,real
N871,N82,1.2851135274742354,real
N872,N965,2.9983261865974775,real
N873,N872,2.145355657376258,real
N874,N873,1.744875496325862,real
N875,N874,0.0392845933191539,real
N876,N875,2.392898398362563,real
N877,N876,0.1085744798573894,real
N878,N879,0.2208407214785925,real
N879,N1713,0.2552409611397784,real
N691,N880,0.2282206710989865,real
N880,N690,0.1467535355801197,real
N881,N639,0.6886294547387181,real
N882,N883,0.4852482466158844,real
N883,N647,0.3714382493230749,real
N883,N643,0.1929284454617228,real
N884,N1714,0.5969540209273358,real
N885,N1013,1.4320812415234134,real
N886,N887,0.2175288821100961,real
N887,N650,0.2576301517621005,real
N678,N884,0.9851300808594264,real
N674,N1013,0.9067365480815964,real
N655,N887,1.0008290187097642,real
N640,N1099,0.3595743914838122,real
N888,N642,0.2627917953312445,real
N889,N888,0.3007523378905139,real
N890,N888,0.6482792025220088,real
N891,N892,0.4263052507221581,real
N892,N890,0.4692009145749444,real
N638,N893,1.0784869219643811,real
N893,N891,0.5120896390826286,real
N894,N895,0.5760881763434803,real
N895,N1715,0.1273845071826651,real
N896,N897,1.0615789180888169,real
N897,N636,0.3887205626664838,real
N898,N1072,1.5924294361650078,real
N899,N889,0.3831390586355314,real
N900,N1716,0.0939079455756359,real
N657,N1717,0.0593334944501931,real
N663,N1717,0.280736584143382,real
N698,N901,0.2346336660158608,real
N901,N696,0.1161248486900786,real
N902,N903,0.5318038313339598,real
N903,N698,0.126813390667786,real
N689,N684,0.5640019570738645,real
N904,N905,0.2944121871156545,real
N905,N724,0.5547722608712361,real
N905,N708,0.4024182302683153,real
N755,N906,0.1503231479579611,real
N906,N735,0.1362086114988352,real
N907,N908,0.1894708943657889,real
N908,N711,0.1161281941184674,real
N680,N908,0.8562009351632753,real
N909,N910,0.5675369287277136,real
N910,N902,0.1262025487102282,real
N910,N671,0.983725100108782,real
N911,N912,0.128741240031072,real
N912,N720,0.326571274438638,real
N913,N730,0.1059805497677637,real
N914,N915,0.1570146680589305,real
N915,N913,0.042914045863946,real
N916,N917,0.8234295144015538,real
N917,N739,0.1671139696286069,real
N918,N919,0.1517387101102408,real
N919,N744,0.6129956473102482,real
N771,N1701,0.2848561225651774,real
N920,N921,0.136800304720973,real
N921,N785,0.1467105315027259,real
N759,N922,0.1614346667441052,real
N922,N769,0.2729456875285689,real
N922,N754,0.7616859764125101,real
N740,N1718,1.420598291754116,real
N923,N924,0.5013967164463314,real
N924,N695,0.3006837036497388,real
N925,N926,0.1365208001011783,real
N926,N700,0.1917345680635473,real
N927,N928,0.260943012931137,real
N928,N692,0.3168508464485031,real
N929,N732,1.267979492537724,real
N930,N1719,0.867576967258943,real
N931,N932,0.3342877312852975,real
N932,N984,0.400073033068838,real
N758,N764,0.30224320689911,real
N933,N934,0.6214874409353427,real
N934,N795,0.1673034210807564,real
N935,N934,0.8734906288788524,real
N936,N937,0.4669331364333511,real
N937,N828,0.2323166987028649,real
N938,N937,0.2356462242187589,real
N939,N1720,1.175562387799478,real
N940,N994,0.4214475799780509,real
N941,N942,0.470364706021432,real
N942,N813,0.3945900975642722,real
N806,N1721,0.6359848396771609,real
N943,N944,0.6790011948570998,real
N944,N1722,0.8559066650975301,real
N945,N944,1.3651752702908082,real
N760,N946,0.4781381845714879,real
N946,N741,0.322754444901671,real
N947,N948,1.0886071129094217,real
N948,N760,0.226219881864526,real
N948,N776,0.5566360207971331,real
N949,N950,0.3111341320209122,real
N950,N699,0.289052021262423,real
N951,N952,0.2994274244618815,real
N952,N1723,0.1738217012438873,real
N953,N954,0.1320700425155491,real
N954,N949,0.2116635938529912,real
N954,N794,0.934249626501186,real
N955,N791,0.9901230241447564,real
N949,N956,1.017987007635505,real
N956,N955,0.113109796501918,real
N955,N957,0.972892983513918,real
N957,N961,1.9962803357470655,real
N958,N959,0.2107901640205692,real
N959,N822,0.9939021132471644,real
N960,N959,0.8909505999740039,real
N961,N962,1.9326969595025687,real
N962,N1711,2.094416522192403,real
N963,N964,0.1680758078489384,real
N964,N824,0.1570471850789615,real
N965,N966,3.5067906032971443,real
N966,N967,0.1538492751145686,real
N966,N836,2.7949362090163645,real
N967,N968,0.7106400843934568,real
N968,N969,0.9068539320839052,real
N969,N835,0.4688564280607522,real
N970,N1724,3.3206512236754007,real
N971,N970,1.752273166983,real
N852,N972,0.237360238387019,real
N972,N971,1.225389987918886,real
N972,N973,0.9076582453343528,real
N973,N863,0.1998457615143171,real
N974,N971,1.8818226617181475,real
N973,N974,0.3206466383198767,real
N854,N975,0.0311108090892876,real
N975,N976,0.0858912181341853,real
N976,N861,0.6571104589575716,real
N869,N977,0.2938118433538655,real
N977,N865,0.1702790670043706,real
N867,N978,0.3636661902622317,real
N978,N871,0.6117207127583127,real
N979,N1725,1.1053291632447904,real
N827,N980,3.83691129153436,real
N980,N837,0.1592853921452851,real
N981,N982,0.2123302426206873,real
N982,N839,0.6806499308143044,real
N983,N982,0.7945866690568795,real
N984,N985,1.2019188876227274,real
N985,N929,1.190512862897194,real
N985,N679,1.134144440388761,real
N951,N1726,0.7094797379437867,real
N986,N1727,0.4586325629392604,real
N987,N1728,0.2992882305057892,real
N988,N989,1.1729940329818975,real
N989,N1729,0.4678424552890453,real
N990,N1730,0.9322288839101625,real
N991,N1731,5.038163481246944,real
N992,N993,0.1666417987150759,real
N993,N1732,0.9781119015553242,real
N790,N1009,0.3719461082778628,real
N994,N995,0.2686731081045837,real
N995,N818,0.2750988848392585,real
N907,N996,0.3736336307857941,real
N996,N738,0.3316320077037225,real
N715,N1733,0.1477580609301352,real
N719,N997,0.1778556543529337,real
N997,N727,0.023518611403433,real
N998,N1161,0.4491027697390934,real
N881,N999,0.777528985781168,real
N999,N1734,0.3708628583512213,real
N707,N1000,0.2805031551472661,real
N1000,N1735,0.6502353018927288,real
N707,N1001,0.3352553924803438,real
N1001,N1736,0.9895367076854634,real
N1002,N1003,0.4409168056820855,real
N1003,N990,0.3088298241930212,real
N890,N1004,0.4477859479179561,real
N1004,N653,0.8491362388008069,real
N739,N1005,0.658502925857963,real
N1005,N931,0.437766773206898,real
N892,N1006,0.7567640023107446,real
N1006,N1716,0.778984817699008,real
N1007,N1008,0.5050161208664076,real
N1008,N1737,1.8221477767897407,real
N1009,N1010,0.2585127064779116,real
N1010,N1738,1.9644973423467595,real
N878,N1023,0.4135035401791282,real
N1011,N879,0.4821628671335364,real
N916,N1012,0.5388700104259712,real
N1012,N763,0.3569793631592574,real
N1013,N1014,0.3991441453411238,real
N1014,N884,0.2254985395452849,real
N1015,N1014,0.1901636730195312,real
N1014,N1739,0.2025498870536459,real
N946,N1016,0.385473303988438,real
N1016,N1740,1.8369847098060197,real
N847,N1017,0.9857963797565328,real
N1017,N1741,1.5435208796294215,real
N1018,N1019,1.000968939780648,real
N1019,N1742,1.2565663039432295,real
N1020,N1021,0.6296383514124105,real
N1021,N1743,0.8845315166370581,real
N692,N1022,0.4836081264748699,real
N1022,N914,0.7177319091336359,real
N1023,N1024,0.1338356149940584,real
N1024,N913,0.7143580856060681,real
N915,N1025,0.7119492133374211,real
N1025,N1011,0.1826757873045679,real
N1026,N1027,1.6230561469551523,real
N1027,N1744,2.0417448932633966,real
N1028,N1029,1.3694212654657427,real
N1029,N1745,1.4033819492549595,real
N1030,N1031,0.4271371328375047,real
N1031,N1746,0.5082751704023833,real
N928,N1032,0.2350762737635034,real
N1032,N678,0.387435907975469,real
N1033,N1747,0.6846938575104046,real
N1034,N1748,0.9029767241419994,real
N690,N1035,0.4477867671329689,real
N1035,N730,0.76319235275511,real
N838,N1036,0.5432750851387472,real
N1036,N1749,0.5805835269669555,real
N1037,N1750,0.4872150585701974,real
N1038,N1039,0.5502604813233298,real
N1039,N1037,0.1042306676638197,real
N1040,N1041,1.0809086396170586,real
N1041,N1751,0.7593980726214768,real
N969,N1042,0.7899314310745545,real
N1042,N1752,0.3325231604074917,real
N981,N1043,0.7563451209998109,real
N1043,N843,0.4918130608140493,real
N711,N1044,0.4177660177136103,real
N1044,N735,0.2453455411966038,real
N906,N1045,0.2892924435236095,real
N1045,N709,0.3196829297436127,real
N1046,N1047,0.0529968283980778,real
N1047,N1753,0.6458874730627927,real
N1048,N1049,2.2557389345221535,real
N1049,N1754,1.316548650822407,real
N1050,N1051,1.6085908735786043,real
N1051,N1755,0.6838063126480451,real
N1052,N1053,0.5705642813768991,real
N1053,N1756,0.1884292736533326,real
N1054,N1055,1.6398187099731412,real
N1055,N1757,0.6358933488805821,real
N1056,N1057,1.3176288421821118,real
N1057,N1758,1.8139896649659424,real
N1058,N1059,0.8661979166737624,real
N1059,N1759,1.6177468071150287,real
N1060,N1061,0.4462881635045145,real
N1061,N1760,0.458835808282555,real
N1062,N1761,0.4400058372192101,real
N1063,N1762,0.1236111275727257,real
N1064,N1065,0.2576311202079556,real
N1065,N1763,0.3189552704115223,real
N1066,N1067,0.4758576860699915,real
N1067,N1764,0.1866247392587356,real
N1068,N1069,0.3577626876183865,real
N1069,N1765,0.3196795504508677,real
N1070,N1071,0.8832729257539293,real
N1071,N1766,0.8864845511189182,real
N1072,N1073,0.1959990003557116,real
N1073,N1767,1.7752262416793496,real
N1074,N1075,0.179114728038343,real
N1075,N1768,0.5933385611207046,real
N1076,N1077,0.3058164501059949,real
N1077,N1769,0.2503895179408276,real
N1078,N1079,0.2787586452415138,real
N1079,N1770,0.434155080486397,real
N1080,N1081,0.2890552633520341,real
N1081,N1771,0.183153614364044,real
N1082,N1083,0.2524070064894114,real
N1083,N1772,0.3206210452072514,real
N1084,N1085,0.1327668424039884,real
N1085,N987,0.3334475249488917,real
N1086,N1087,0.363342364769142,real
N1087,N1773,0.352460988212474,real
N1088,N1089,0.0151988197976682,real
N1089,N907,0.3970372508908504,real
N1090,N1774,0.2290453761379751,real
N1091,N1775,0.278736679295657,real
N1092,N1093,0.3893928659513664,real
N1093,N695,0.328403154328846,real
N831,N1094,0.4081008853966686,real
N1094,N834,1.2161073137691096,real
N950,N1095,0.3184645285300837,real
N1095,N952,0.2378252551180932,real
N959,N1096,0.8095842504515939,real
N1096,N961,0.8893559015618538,real
N849,N1097,1.0011785969567415,real
N1097,N844,0.0152041942439065,real
N919,N1098,0.355715615306963,real
N1098,N912,0.2980671747305116,real
N1099,N1100,0.5918248981246905,real
N1100,N1072,0.6820351125039319,real
N893,N1101,0.5349257525218741,real
N1101,N1776,0.6431697973699495,real
N662,N1102,0.88748692122811,real
N1102,N923,0.364765279246337,real
N925,N1103,0.2970078248434498,real
N1103,N1777,0.357788701750653,real
N824,N1104,0.839149510137586,real
N1104,N1778,0.4992297463991099,real
N968,N1105,0.4588441670554423,real
N1105,N1779,0.5323756934851797,real
N1106,N1107,0.2924990884382401,real
N1107,N1780,0.5916061437495554,real
N940,N1108,0.8372552725957699,real
N1108,N942,0.3944747238681519,real
N1109,N1110,0.918836889987924,real
N1110,N1781,0.5377003925309004,real
N839,N1111,0.4918843874806717,real
N1111,N841,0.665101388973024,real
N863,N1112,0.3291784148240877,real
N1112,N858,0.5242650188864392,real
N974,N1113,0.6374615956959664,real
N1113,N978,0.5006976644127719,real
N980,N1114,0.6784111171006122,real
N1114,N1782,0.6049566539942334,real
N921,N1115,0.4869981179214689,real
N1115,N805,0.6009930378755932,real
N964,N1116,0.7348386015660335,real
N1116,N1783,0.3949555782781743,real
N957,N1117,1.0957494315495335,real
N1117,N791,0.4510011745430814,real
N723,N1118,0.3736336071587184,real
N1118,N903,0.4008377872478426,real
N911,N1119,0.3176048222875761,real
N1119,N1784,0.4560169347916546,real
N1120,N1121,0.2356074234718388,real
N1121,N1785,0.2441892379279055,real
N975,N1122,0.2481207831195502,real
N1122,N1786,0.5218905726105877,real
N924,N1123,0.3440449576783327,real
N1123,N1787,0.6382818615204979,real
N1124,N1125,0.3970126906915827,real
N1125,N1788,0.257716233522971,real
N722,N1126,0.5008061296861711,real
N1126,N901,0.3582294397803128,real
N728,N1127,0.5304781303476329,real
N1127,N880,0.6580924965911881,real
N1128,N1129,0.893110564166576,real
N1129,N1789,1.12837389819212,real
N932,N1130,0.1960033675319812,real
N1130,N929,0.4616334180601015,real
N747,N1131,0.5103127535926753,real
N1131,N721,0.4782992906909192,real
N926,N1132,0.5242569097042687,real
N1132,N1790,0.3769199869727346,real
N1133,N1134,1.1912380731657453,real
N1134,N1791,0.6298379616153518,real
N829,N1135,0.9620712963305368,real
N1135,N1792,0.7195729440130902,real
N1136,N1137,1.0330419533909156,real
N1137,N1793,1.271833177492478,real
N1138,N1139,0.2893370439494521,real
N1139,N1794,0.582140248062893,real
N1140,N1141,1.9234055217559771,real
N1141,N1795,0.8268661950410984,real
N1142,N1143,0.4002230532159029,real
N1143,N1796,0.3672951783079871,real
N1144,N1145,0.463167894238504,real
N1145,N1797,0.3934677438237607,real
N1146,N1147,0.4247750016051042,real
N1147,N1798,0.5649377969427472,real
N773,N1148,0.2592116483266164,real
N1148,N947,0.2959574808257835,real
N1149,N1150,0.2507358370530944,real
N1150,N1799,0.2694379322813167,real
N1151,N1152,0.2548532433909037,real
N1152,N1800,0.4138351202715495,real
N1153,N1154,0.6473118401008633,real
N1154,N1801,0.606663061677169,real
N1155,N1156,0.7168606008011135,real
N1156,N1802,0.3550722800476587,real
N1157,N1158,0.3122433731352483,real
N1158,N1803,0.2375814989532026,real
N1159,N1160,0.2442695156316791,real
N1160,N1804,0.4469073409464281,real
N1161,N1162,0.1000754339804078,real
N1162,N1805,0.756409349863297,real
N1163,N1164,0.4642093370713437,real
N1164,N1806,0.5119898929458447,real
N1165,N1166,0.4380939076480027,real
N1166,N714,0.1186683910869714,real
N1167,N1168,0.2961392977776865,real
N1168,N1807,0.2395059460716243,real
N1169,N1170,0.7507420142781379,real
N1170,N1808,0.7238458760657779,real
N1171,N1172,0.3189594802345825,real
N1172,N1809,0.4887608555261209,real
N1173,N1174,1.3236893652290014,real
N1174,N1810,0.722951718462014,real
N1175,N1176,0.2221225383679833,real
N1176,N1811,0.2806846573339077,real
N1177,N1178,0.5807447048517284,real
N1178,N1812,0.3993221847083849,real
N1179,N1180,0.1672821100950811,real
N1180,N1813,0.435354919404367,real
N1181,N1182,0.1826777673610745,real
N1182,N1814,0.3709869449619816,real
N1183,N1184,0.6400558374479199,real
N1184,N1815,0.4442734431980139,real
N1185,N1186,0.1537938601835354,real
N1186,N1816,0.1602847232884861,real
N1187,N1188,0.1823624556247666,real
N1188,N1817,0.2773551944044047,real
N1189,N1190,0.6361076828198947,real
N1190,N1818,0.5722216917641967,real
N1191,N1192,0.4828897428965406,real
N1192,N1819,0.8440684691900837,real
N1193,N1194,0.0660521599461132,real
N1194,N1820,0.1749263523620702,real
N1195,N1196,0.2631214900689562,real
N1196,N1821,0.2444859416003413,real
N1199,N1200,0.4490769278269538,real
N1200,N1823,0.532720766604983,real
N1201,N1202,0.1679058162327494,real
N1202,N1824,0.1763425082852718,real
N1203,N1204,0.1449251136776226,real
N1204,N1825,0.4860971978051382,real
N1205,N1206,0.1647932465464973,real
N1206,N1826,0.4410206003519012,real
N1207,N1208,0.145876385180616,real
N1208,N1827,0.3044114340544669,real
N1209,N1210,0.1296932683080051,real
N1210,N1828,0.452837984171861,real
N1211,N1212,0.2173118635015092,real
N1212,N1829,0.5376702345096636,real
N1213,N1214,0.1739972584830368,real
N1214,N1830,0.4119365461522841,real
N1215,N1216,0.1458788196073637,real
N1216,N1831,0.6423487151267077,real
N1217,N1218,0.155522413688578,real
N1218,N1832,0.2743818226303459,real
N1219,N1220,0.1363464256853461,real
N1220,N1833,0.3730515094181648,real
N1221,N1222,0.1177054000899945,real
N1222,N1834,0.3531143537048668,real
N1223,N1224,0.0935353504787161,real
N1224,N1835,0.1739868554018941,real
N1225,N1226,0.0830003084379584,real
N1226,N1836,0.3632964354574944,real
N1227,N1228,0.0845118514229415,real
N1228,N1837,0.3831791557701587,real
N1229,N1230,0.1948659591000908,real
N1230,N1838,0.2600415682818075,real
N1231,N1232,0.1593476558028932,real
N1232,N1839,0.8234860670684744,real
N1233,N1234,0.1976183489262256,real
N1234,N1840,0.3270921981985467,real
N1235,N1236,0.1367192014473071,real
N1236,N1841,0.3359969748503246,real
N1237,N1238,0.1328702721201697,real
N1238,N1842,0.3571837805753638,real
N1239,N1240,0.1911747631838251,real
N1240,N1843,0.5560715346632809,real
N1241,N1242,0.2049978228212128,real
N1242,N1844,0.5991502739955337,real
N1243,N1244,0.178998788748074,real
N1244,N1845,0.7475337184812995,real
N1245,N1246,0.1619419852641092,real
N1246,N1846,0.2579202263179263,real
N1247,N1248,0.1367736913942902,real
N1248,N1847,0.1949541721200634,real
N1249,N1848,0.7003318374100429,real
N1250,N1251,0.2912591617080245,real
N1251,N1849,0.5136227266183567,real
N1252,N1253,0.2432087578534872,real
N1253,N1850,0.4552870744270702,real
N1254,N1255,0.2081702366637404,real
N1255,N1851,0.6551748675720412,real
N1256,N1257,0.2512803870935788,real
N1257,N1852,0.3866883267247405,real
N1258,N1259,0.3172223862550593,real
N1259,N1853,0.4377749969710944,real
N1260,N1261,0.3716922147122956,real
N1261,N1854,0.5489576548336451,real
N1262,N1263,0.2350302274553207,real
N1263,N1855,0.8112049245505892,real
N1264,N1265,0.2735703908404355,real
N1265,N1856,0.4050487962326763,real
N1266,N1267,0.3329714177409665,real
N1267,N1857,0.6659423916679524,real
N1268,N1269,0.3029288098892341,real
N1269,N1858,0.5763058679727577,real
N1270,N1271,0.2907093550688849,real
N1271,N1859,0.4411374267062454,real
N1272,N1273,0.0830641504702821,real
N1273,N1860,0.2915736781308165,real
N1274,N1275,0.2354880434378023,real
N1275,N1861,0.8620659318125802,real
N1276,N1277,0.118983850664906,real
N1277,N1862,0.3490698545439862,real
N1278,N1279,0.2085565952051946,real
N1279,N1863,0.3809443446143688,real
N1280,N1281,0.1129189130303551,real
N1281,N1864,0.431302800946809,real
N1282,N1283,0.1718816086360353,real
N1283,N1865,0.2997791682273381,real
N1284,N1285,0.2211598803409807,real
N1285,N1866,0.7730895062045979,real
N1286,N1287,0.2211611772532664,real
N1287,N1867,0.7479816528303838,real
N1288,N1289,0.1790118960944404,real
N1289,N1868,0.6042953091291303,real
N1290,N1291,0.2081818739354405,real
N1291,N1869,0.481966688354388,real
N1292,N1293,0.1505492820816173,real
N1293,N1870,0.5840141205089693,real
N1294,N1295,0.2296314380852895,real
N1295,N1249,0.0235548702254417,real
N1296,N1297,0.2912769856343142,real
N1297,N1871,0.6498280080045402,real
N1298,N1299,0.2129762750858022,real
N1299,N1872,0.6444247503757298,real
N1300,N1301,0.2881505415727493,real
N1301,N1873,0.7165135820155245,real
N1302,N1303,0.1850443845483051,real
N1303,N1874,0.685831142728009,real
N1304,N1305,0.2389859702419252,real
N1305,N1875,0.7777542474037668,real
N1306,N1307,0.1830391819281097,real
N1307,N1876,0.4050238086678931,real
N1308,N1309,0.1367430173171684,real
N1309,N1877,0.3641671972078875,real
N1310,N1311,0.1367438599985972,real
N1311,N1878,0.3044453208986477,real
N1312,N1313,0.1598337743549483,real
N1313,N1879,0.3340166885046239,real
N1314,N1315,0.136827853080493,real
N1315,N1880,0.1388053197431909,real
N1316,N1317,0.2147872842647248,real
N1317,N1881,0.311337513988719,real
N1318,N1319,0.2506524836646422,real
N1319,N1882,0.450955669441471,real
N1320,N1321,0.1908651442908031,real
N1321,N1883,0.4231304547847708,real
N1322,N1323,0.1216412733152128,real
N1323,N1884,0.4203249199175005,real
N1324,N1325,0.1994215009552039,real
N1325,N1885,0.3059533943329446,real
N1326,N1327,0.1674089315631637,real
N1327,N1886,0.3727191482001616,real
N1328,N1329,0.2453767432314099,real
N1329,N1887,0.8202108689987705,real
N1330,N1331,0.1000084272807647,real
N1331,N1888,0.2400707003024181,real
N1332,N1333,0.3120386467735123,real
N1333,N1889,2.2921963129560323,real
N1334,N1335,0.1718934491030233,real
N1335,N1890,0.297876124559523,real
N1336,N1337,0.1819632607401482,real
N1337,N1891,0.618155940575474,real
N1338,N1339,0.1853413049789712,real
N1339,N1892,0.4809519507498766,real
N1340,N1341,0.2684521732724251,real
N1341,N1893,0.1065276716280244,real
N1342,N1343,0.2898527035964316,real
N1343,N1894,0.6943607065194175,real
N1344,N1345,0.2740542884331752,real
N1345,N1895,0.6183351997930717,real
N1346,N1347,0.1666262562169377,real
N1347,N1896,0.5626452780257923,real
N1348,N1349,0.2025869281032155,real
N1349,N1897,0.1506594647717633,real
N1350,N1351,0.1749549926031814,real
N1351,N1898,0.2973733998574517,real
N1352,N1899,0.5328437426058147,real
N1353,N1354,0.211525692372801,real
N1354,N1352,0.033358477993705,real
N1355,N1356,0.1794601751417137,real
N1356,N1900,0.3047080100956161,real
N1357,N1358,0.1873664193853775,real
N1358,N1901,0.3595341295818762,real
N1359,N1360,0.2025424127341344,real
N1360,N1902,0.4941527067616294,real
N1361,N1362,0.2122086002460945,real
N1362,N1903,0.5648566226601462,real
N1363,N1364,0.3734445562292187,real
N1364,N1904,0.1594601854645893,real
N1365,N1366,0.5043554827793879,real
N1366,N1905,0.2592774351584707,real
N1367,N1368,0.1764660250525321,real
N1368,N1906,0.5343663252237317,real
N1369,N1370,0.1531681632644095,real
N1370,N1907,0.3410286581427065,real
N1371,N1372,0.2001508679601084,real
N1372,N1908,0.4592288820937629,real
N1373,N1374,0.1830712380442271,real
N1374,N1909,0.5319312129774179,real
N1375,N1376,0.1826043857525645,real
N1376,N1910,0.4732711974012925,real
N1377,N1378,0.1851919802112528,real
N1378,N1911,0.5966865339209392,real
N1379,N1380,0.2164974166240305,real
N1380,N1912,0.53565288641189,real
